account_id,application_period,matured_flag,bad_flag,pd,scorecard_points,risk_grade,exposure,lgd,expected_loss,fico,dti,loan_amount,purpose,policy_decision
15469562,2014-06,1,0,0.2056294882353393,481.3918402665517,D - High,2100,0.46,198.63808563533783,662.0,2.95,2100,home_improvement,APPROVE
2092545,2012-12,1,0,0.2496591956255188,463.2828937420615,D - High,18525,0.46,2127.470835522859,677.0,13.57,18525,debt_consolidation,APPROVE
35703203,2014-11,1,0,0.0852319318273173,555.1005987184961,A - Low,9000,0.28,214.78446820483964,782.0,15.5,9000,debt_consolidation,APPROVE
88733634,2016-08,1,0,0.2203391130888445,475.0596525482949,D - High,10000,0.38,837.2886297376093,682.0,20.96,10000,debt_consolidation,APPROVE
112950654,2017-07,1,0,0.0852319318273173,555.1005987184961,A - Low,5600,0.28,133.64366910523356,762.0,17.77,5600,home_improvement,APPROVE
94418257,2016-12,1,1,0.2203391130888445,475.0596525482949,D - High,10000,0.46,1013.5599202086852,677.0,6.66,10000,credit_card,APPROVE
15249688,2014-04,1,0,0.1462936758463045,511.14721837075314,B - Moderate,13200,0.38,733.8090780450638,697.0,12.4,13200,home_improvement,APPROVE
119269309,2017-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,8400,0.46,1281.7175061641424,667.0,48.98,8400,debt_consolidation,MANUAL_REVIEW
59339720,2015-09,1,0,0.2203391130888445,475.0596525482949,D - High,4000,0.38,334.91545189504376,682.0,25.66,4000,credit_card,APPROVE
120932524,2017-10,1,0,0.3317074291315068,434.4320208769221,E - Very High,22075,0.38,2782.527769269645,692.0,30.58,22075,debt_consolidation,MANUAL_REVIEW
77350769,2016-05,1,0,0.1754251700680272,495.5433283916054,C - Watch,10200,0.38,679.9479591836734,712.0,16.15,10200,debt_consolidation,APPROVE
19066752,2014-07,1,1,0.1754251700680272,495.5433283916054,C - Watch,27200,0.38,1813.194557823129,697.0,17.01,27200,debt_consolidation,APPROVE
54057299,2015-07,1,0,0.1913770585553211,487.85605718958175,C - Watch,13000,0.38,945.4026692632864,682.0,18.93,13000,debt_consolidation,APPROVE
70701833,2016-02,1,0,0.1754251700680272,495.5433283916054,C - Watch,9600,0.38,639.9510204081632,687.0,13.03,9600,credit_card,APPROVE
58180488,2015-08,1,0,0.1311719051026586,520.2841954822964,B - Moderate,17000,0.32,713.5751637584631,737.0,14.14,17000,credit_card,APPROVE
77795246,2016-04,1,0,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,662.0,45.31,10000,debt_consolidation,MANUAL_REVIEW
67406395,2015-12,1,0,0.2203391130888445,475.0596525482949,D - High,3325,0.46,337.00867346938776,667.0,7.98,3325,debt_consolidation,APPROVE
108514238,2017-05,1,0,0.0852319318273173,555.1005987184961,A - Low,36000,0.28,859.1378728193586,802.0,17.4,36000,debt_consolidation,APPROVE
17894325,2014-06,1,0,0.3317074291315068,434.4320208769221,E - Very High,4000,0.46,610.3416696019725,667.0,33.08,4000,credit_card,MANUAL_REVIEW
62275345,2015-10,1,0,0.1311719051026586,520.2841954822964,B - Moderate,26675,0.32,1119.6833819562944,737.0,23.57,26675,credit_card,APPROVE
6475028,2013-07,1,0,0.1913770585553211,487.85605718958175,C - Watch,15000,0.38,1090.8492337653306,692.0,22.78,15000,credit_card,APPROVE
91487911,2016-10,1,0,0.2707462755231136,455.37756313396335,E - Very High,2000,0.46,249.0865734812645,667.0,21.18,2000,credit_card,MANUAL_REVIEW
12977673,2014-04,1,1,0.3317074291315068,434.4320208769221,E - Very High,4075,0.46,621.7855759070095,677.0,28.69,4075,debt_consolidation,MANUAL_REVIEW
60980556,2015-09,1,0,0.2203391130888445,475.0596525482949,D - High,5000,0.38,418.6443148688047,717.0,21.86,5000,debt_consolidation,APPROVE
54167606,2015-07,1,0,0.2056294882353393,481.3918402665517,D - High,8000,0.38,625.1136442354317,687.0,27.14,8000,debt_consolidation,APPROVE
12567556,2014-03,1,0,0.2056294882353393,481.3918402665517,D - High,4800,0.38,375.068186541259,687.0,22.0,4800,credit_card,APPROVE
89799366,2016-09,1,1,0.2707462755231136,455.37756313396335,E - Very High,12800,0.46,1594.1540702800928,677.0,22.06,12800,other,MANUAL_REVIEW
76315475,2016-04,1,0,0.2056294882353393,481.3918402665517,D - High,30000,0.32,1974.0430870592584,727.0,35.39,30000,small_business,APPROVE
3844757,2013-04,1,0,0.2056294882353393,481.3918402665517,D - High,10000,0.38,781.3920552942897,687.0,23.34,10000,debt_consolidation,APPROVE
109606384,2017-06,1,0,0.2496591956255188,463.2828937420615,D - High,6000,0.38,569.2229660261829,687.0,21.44,6000,debt_consolidation,APPROVE
11274742,2014-01,1,0,0.3317074291315068,434.4320208769221,E - Very High,32750,0.38,4128.098955541603,692.0,30.3,32750,debt_consolidation,MANUAL_REVIEW
110394023,2017-06,1,0,0.3317074291315068,434.4320208769221,E - Very High,5000,0.46,762.9270870024657,667.0,22.59,5000,debt_consolidation,MANUAL_REVIEW
49036882,2015-05,1,0,0.2203391130888445,475.0596525482949,D - High,5000,0.46,506.77996010434254,662.0,11.64,5000,debt_consolidation,APPROVE
26017884,2014-09,1,0,0.1462936758463045,511.14721837075314,B - Moderate,7500,0.38,416.936976161968,687.0,15.69,7500,credit_card,APPROVE
40980977,2015-02,1,1,0.2056294882353393,481.3918402665517,D - High,10000,0.46,945.8956458825612,662.0,5.52,10000,major_purchase,APPROVE
65472773,2015-11,1,0,0.2203391130888445,475.0596525482949,D - High,10000,0.38,837.2886297376093,687.0,26.37,10000,other,APPROVE
8996120,2013-11,1,0,0.0852319318273173,555.1005987184961,A - Low,21000,0.28,501.1637591446258,777.0,15.29,21000,debt_consolidation,APPROVE
46632827,2015-04,1,0,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,672.0,24.95,10000,debt_consolidation,MANUAL_REVIEW
71672122,2016-02,1,0,0.2707462755231136,455.37756313396335,E - Very High,14000,0.46,1743.6060143688514,672.0,20.27,14000,debt_consolidation,MANUAL_REVIEW
92513155,2016-11,1,1,0.1913770585553211,487.85605718958175,C - Watch,14800,0.38,1076.3045773151262,697.0,14.13,14800,debt_consolidation,APPROVE
3732538,2013-03,1,0,0.2496591956255188,463.2828937420615,D - High,19500,0.38,1849.9746395850943,717.0,26.25,19500,debt_consolidation,APPROVE
90249200,2016-09,1,0,0.1462936758463045,511.14721837075314,B - Moderate,3125,0.38,173.7237400674867,692.0,3.97,3125,debt_consolidation,APPROVE
9845195,2013-12,1,0,0.1754251700680272,495.5433283916054,C - Watch,16800,0.38,1119.9142857142856,702.0,18.82,16800,debt_consolidation,APPROVE
78902681,2016-05,1,0,0.3317074291315068,434.4320208769221,E - Very High,5875,0.46,896.4393272278973,677.0,34.11,5875,home_improvement,MANUAL_REVIEW
74021725,2016-03,1,0,0.0852319318273173,555.1005987184961,A - Low,21000,0.28,501.1637591446258,772.0,13.18,21000,credit_card,APPROVE
8474951,2013-11,1,1,0.1462936758463045,511.14721837075314,B - Moderate,7000,0.38,389.1411777511702,687.0,4.52,7000,credit_card,APPROVE
138530203,2018-08,0,0,0.1311719051026586,520.2841954822964,B - Moderate,12000,0.32,503.7001155942093,757.0,21.18,12000,debt_consolidation,APPROVE
26197782,2014-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,8000,0.38,1008.3905845597808,697.0,36.15,8000,debt_consolidation,MANUAL_REVIEW
460877,2009-11,1,0,0.1311719051026586,520.2841954822964,B - Moderate,6125,0.32,257.09693400121097,747.0,10.21,6125,debt_consolidation,APPROVE
9264910,2013-12,1,0,0.2496591956255188,463.2828937420615,D - High,16000,0.46,1837.491679803819,662.0,14.67,16000,debt_consolidation,APPROVE
4196574,2013-04,1,0,0.2056294882353393,481.3918402665517,D - High,3000,0.38,234.41761658828688,702.0,23.83,3000,debt_consolidation,APPROVE
139403352,2018-08,0,0,0.2496591956255188,463.2828937420615,D - High,10000,0.46,1148.4322998773866,672.0,12.94,10000,debt_consolidation,APPROVE
87184540,2016-08,1,0,0.0852319318273173,555.1005987184961,A - Low,20000,0.32,545.4843636948308,727.0,17.63,20000,debt_consolidation,APPROVE
20771493,2014-07,1,0,0.2203391130888445,475.0596525482949,D - High,6500,0.38,544.2376093294461,707.0,21.83,6500,major_purchase,APPROVE
69277281,2016-02,1,0,0.1311719051026586,520.2841954822964,B - Moderate,28000,0.32,1175.3002697198217,732.0,18.09,28000,debt_consolidation,APPROVE
77111347,2016-04,1,0,0.1462936758463045,511.14721837075314,B - Moderate,17075,0.38,949.2265157287472,692.0,9.25,17075,other,APPROVE
23955267,2014-08,1,0,0.1462936758463045,511.14721837075314,B - Moderate,10000,0.38,555.9159682159574,702.0,10.5,10000,debt_consolidation,APPROVE
46528052,2015-04,1,0,0.1311719051026586,520.2841954822964,B - Moderate,20000,0.38,996.9064787802058,697.0,2.46,20000,credit_card,APPROVE
728847,2011-04,1,0,0.1754251700680272,495.5433283916054,C - Watch,15000,0.38,999.9234693877552,692.0,19.85,15000,home_improvement,APPROVE
66433261,2015-12,1,0,0.0852319318273173,555.1005987184961,A - Low,28000,0.32,763.6781091727631,722.0,18.87,28000,debt_consolidation,APPROVE
67456836,2016-01,1,0,0.1311719051026586,520.2841954822964,B - Moderate,4000,0.32,167.90003853140308,752.0,23.87,4000,car,APPROVE
46556786,2015-04,1,1,0.3317074291315068,434.4320208769221,E - Very High,10000,0.46,1525.854174004931,672.0,27.94,10000,debt_consolidation,MANUAL_REVIEW
67408901,2015-12,1,0,0.1462936758463045,511.14721837075314,B - Moderate,20000,0.38,1111.8319364319148,687.0,6.3,20000,debt_consolidation,APPROVE
34511873,2014-11,1,0,0.2707462755231136,455.37756313396335,E - Very High,30000,0.46,3736.298602218968,677.0,25.45,30000,credit_card,MANUAL_REVIEW
46786916,2015-05,1,1,0.1913770585553211,487.85605718958175,C - Watch,6000,0.38,436.3396935061322,682.0,10.84,6000,other,APPROVE
7729321,2013-10,1,1,0.2707462755231136,455.37756313396335,E - Very High,34800,0.46,4334.1063785740025,662.0,21.95,34800,debt_consolidation,MANUAL_REVIEW
68435132,2015-12,1,0,0.2707462755231136,455.37756313396335,E - Very High,25000,0.46,3113.582168515806,672.0,23.17,25000,debt_consolidation,MANUAL_REVIEW
880230,2011-09,1,0,0.1913770585553211,487.85605718958175,C - Watch,1000,0.38,72.72328225102204,717.0,16.15,1000,debt_consolidation,APPROVE
10171228,2014-01,1,1,0.2203391130888445,475.0596525482949,D - High,5000,0.46,506.77996010434254,667.0,9.0,5000,debt_consolidation,APPROVE
65925182,2015-11,1,0,0.0852319318273173,555.1005987184961,A - Low,12000,0.28,286.3792909397862,792.0,14.1,12000,credit_card,APPROVE
5185187,2013-05,1,0,0.2496591956255188,463.2828937420615,D - High,20000,0.46,2296.8645997547733,677.0,15.96,20000,debt_consolidation,APPROVE
77089382,2016-05,1,0,0.1462936758463045,511.14721837075314,B - Moderate,32350,0.38,1798.388157178622,697.0,10.6,32350,debt_consolidation,APPROVE
100156102,2017-03,1,0,0.0852319318273173,555.1005987184961,A - Low,4000,0.28,95.4597636465954,797.0,18.43,4000,credit_card,APPROVE
61418596,2015-10,1,1,0.3317074291315068,434.4320208769221,E - Very High,7000,0.46,1068.097921803452,672.0,35.67,7000,debt_consolidation,MANUAL_REVIEW
16151601,2014-05,1,0,0.2056294882353393,481.3918402665517,D - High,10000,0.46,945.8956458825612,662.0,9.6,10000,credit_card,APPROVE
29645647,2014-10,1,0,0.1754251700680272,495.5433283916054,C - Watch,14950,0.38,996.5903911564624,702.0,12.43,14950,credit_card,APPROVE
11974902,2014-02,1,1,0.2496591956255188,463.2828937420615,D - High,28100,0.46,3227.0947626554566,677.0,18.19,28100,credit_card,APPROVE
142528123,2018-10,0,0,0.1913770585553211,487.85605718958175,C - Watch,4600,0.38,334.52709835470137,687.0,15.7,4600,debt_consolidation,APPROVE
78339070,2016-05,1,0,0.1913770585553211,487.85605718958175,C - Watch,35000,0.38,2545.314878785772,682.0,21.45,35000,home_improvement,APPROVE
17523394,2014-06,1,1,0.1311719051026586,520.2841954822964,B - Moderate,29050,0.38,1448.006660428249,682.0,9.85,29050,credit_card,APPROVE
79044302,2016-05,1,0,0.2496591956255188,463.2828937420615,D - High,20000,0.46,2296.8645997547733,667.0,13.13,20000,debt_consolidation,APPROVE
107581255,2017-05,1,0,0.2707462755231136,455.37756313396335,E - Very High,19200,0.38,1975.3648262166369,682.0,31.84,19200,debt_consolidation,MANUAL_REVIEW
8635174,2013-11,1,0,0.1311719051026586,520.2841954822964,B - Moderate,15825,0.32,664.2545274398635,727.0,24.08,15825,debt_consolidation,APPROVE
53382112,2015-07,1,1,0.3317074291315068,434.4320208769221,E - Very High,25200,0.46,3845.152518492427,667.0,31.49,25200,debt_consolidation,MANUAL_REVIEW
50253728,2015-05,1,0,0.2056294882353393,481.3918402665517,D - High,21000,0.38,1640.9233161180082,687.0,23.75,21000,debt_consolidation,APPROVE
130501357,2018-03,0,0,0.1311719051026586,520.2841954822964,B - Moderate,15000,0.28,550.9220014311664,772.0,48.72,15000,debt_consolidation,APPROVE
6828372,2013-09,1,0,0.2056294882353393,481.3918402665517,D - High,21725,0.38,1697.5742401268442,692.0,20.91,21725,debt_consolidation,APPROVE
21241397,2014-07,1,0,0.2056294882353393,481.3918402665517,D - High,2400,0.46,227.0149550118147,662.0,8.38,2400,other,APPROVE
20109568,2014-07,1,0,0.1311719051026586,520.2841954822964,B - Moderate,6350,0.32,266.5413111686024,752.0,13.31,6350,debt_consolidation,APPROVE
7946062,2015-05,1,0,0.0852319318273173,555.1005987184961,A - Low,20800,0.28,496.390770962296,772.0,23.52,20800,credit_card,APPROVE
65324031,2015-11,1,0,0.1754251700680272,495.5433283916054,C - Watch,35000,0.38,2333.154761904762,707.0,19.33,35000,debt_consolidation,APPROVE
15689834,2014-05,1,0,0.2707462755231136,455.37756313396335,E - Very High,11000,0.46,1369.9761541469547,667.0,11.3,11000,debt_consolidation,MANUAL_REVIEW
7005325,2013-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,27050,0.46,4127.435540683339,677.0,26.98,27050,debt_consolidation,MANUAL_REVIEW
73691329,2016-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,30000,0.38,1667.747904647872,707.0,15.37,30000,credit_card,APPROVE
38605978,2015-01,1,1,0.2707462755231136,455.37756313396335,E - Very High,18000,0.46,2241.7791613313807,677.0,21.6,18000,debt_consolidation,MANUAL_REVIEW
86942802,2016-08,1,0,0.2056294882353393,481.3918402665517,D - High,35000,0.38,2734.8721935300136,702.0,21.7,35000,debt_consolidation,APPROVE
3489126,2013-03,1,0,0.2496591956255188,463.2828937420615,D - High,6400,0.46,734.9966719215275,667.0,18.06,6400,other,APPROVE
88897639,2016-09,1,1,0.2203391130888445,475.0596525482949,D - High,31275,0.46,3169.908650452662,662.0,10.31,31275,debt_consolidation,APPROVE
6636914,2013-08,1,0,0.2707462755231136,455.37756313396335,E - Very High,35000,0.46,4359.015035922129,677.0,26.27,35000,debt_consolidation,MANUAL_REVIEW
72897493,2016-02,1,0,0.2707462755231136,455.37756313396335,E - Very High,35000,0.38,3600.925464457411,717.0,32.43,35000,debt_consolidation,MANUAL_REVIEW
87966344,2016-08,1,0,0.1754251700680272,495.5433283916054,C - Watch,12000,0.38,799.938775510204,682.0,14.17,12000,debt_consolidation,APPROVE
49046377,2015-05,1,0,0.1913770585553211,487.85605718958175,C - Watch,25000,0.38,1818.082056275551,682.0,19.49,25000,debt_consolidation,APPROVE
68705996,2016-01,1,0,0.2707462755231136,455.37756313396335,E - Very High,20000,0.38,2057.6716939756634,687.0,32.24,20000,debt_consolidation,MANUAL_REVIEW
59302701,2015-09,1,0,0.1913770585553211,487.85605718958175,C - Watch,10500,0.38,763.5944636357314,717.0,12.87,10500,debt_consolidation,APPROVE
51816903,2015-06,1,1,0.2707462755231136,455.37756313396335,E - Very High,30975,0.46,3857.728306791084,677.0,28.93,30975,debt_consolidation,MANUAL_REVIEW
2378292,2012-12,1,1,0.1913770585553211,487.85605718958175,C - Watch,7000,0.38,509.0629757571543,697.0,15.71,7000,credit_card,APPROVE
66404250,2015-12,1,0,0.0852319318273173,555.1005987184961,A - Low,21000,0.28,501.1637591446258,762.0,6.83,21000,credit_card,APPROVE
10166602,2013-12,1,0,0.1311719051026586,520.2841954822964,B - Moderate,10000,0.32,419.7500963285077,727.0,17.79,10000,car,APPROVE
126954370,2018-01,0,0,0.2707462755231136,455.37756313396335,E - Very High,9100,0.46,1133.3439093397535,677.0,28.76,9100,credit_card,MANUAL_REVIEW
12796994,2014-03,1,1,0.2056294882353393,481.3918402665517,D - High,14800,0.38,1156.460241835549,697.0,23.9,14800,credit_card,APPROVE
1445891,2012-08,1,0,0.2203391130888445,475.0596525482949,D - High,25475,0.38,2132.99278425656,707.0,27.4,25475,debt_consolidation,APPROVE
72867699,2016-03,1,1,0.1754251700680272,495.5433283916054,C - Watch,35000,0.38,2333.154761904762,702.0,17.82,35000,credit_card,APPROVE
43275359,2015-03,1,0,0.3317074291315068,434.4320208769221,E - Very High,2500,0.38,315.12205767493145,702.0,33.82,2500,home_improvement,MANUAL_REVIEW
754868,2011-05,1,0,0.1311719051026586,520.2841954822964,B - Moderate,8000,0.32,335.80007706280617,757.0,29.95,8000,car,APPROVE
118251853,2017-09,1,0,0.1311719051026586,520.2841954822964,B - Moderate,9725,0.32,408.2069686794738,727.0,21.12,9725,credit_card,APPROVE
12906446,2014-03,1,0,0.3317074291315068,434.4320208769221,E - Very High,12000,0.46,1831.0250088059177,667.0,29.93,12000,debt_consolidation,MANUAL_REVIEW
109437080,2017-05,1,0,0.2707462755231136,455.37756313396335,E - Very High,3500,0.38,360.0925464457411,712.0,31.42,3500,debt_consolidation,MANUAL_REVIEW
68486366,2015-12,1,0,0.2496591956255188,463.2828937420615,D - High,15000,0.46,1722.64844981608,662.0,13.7,15000,credit_card,APPROVE
1553253,2012-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,7100,0.38,894.9466437968053,682.0,33.05,7100,credit_card,MANUAL_REVIEW
20167345,2014-07,1,0,0.2707462755231136,455.37756313396335,E - Very High,11500,0.46,1432.247797517271,672.0,20.03,11500,debt_consolidation,MANUAL_REVIEW
49894501,2015-05,1,0,0.2203391130888445,475.0596525482949,D - High,17475,0.38,1463.1618804664722,682.0,21.55,17475,credit_card,APPROVE
66504548,2015-12,1,0,0.2496591956255188,463.2828937420615,D - High,13000,0.46,1492.9619898406029,672.0,10.56,13000,home_improvement,APPROVE
7015011,2013-09,1,0,0.1754251700680272,495.5433283916054,C - Watch,16800,0.38,1119.9142857142856,682.0,13.54,16800,debt_consolidation,APPROVE
88882896,2016-09,1,0,0.2496591956255188,463.2828937420615,D - High,6000,0.46,689.059379926432,667.0,19.63,6000,renewable_energy,APPROVE
50528362,2015-06,1,1,0.1754251700680272,495.5433283916054,C - Watch,10000,0.38,666.6156462585034,692.0,11.71,10000,debt_consolidation,APPROVE
51126601,2015-06,1,0,0.1754251700680272,495.5433283916054,C - Watch,14500,0.38,966.59268707483,697.0,17.44,14500,debt_consolidation,APPROVE
66260453,2015-12,1,0,0.2203391130888445,475.0596525482949,D - High,7000,0.46,709.4919441460795,672.0,6.64,7000,debt_consolidation,APPROVE
11656901,2014-02,1,0,0.2707462755231136,455.37756313396335,E - Very High,20000,0.46,2490.865734812645,677.0,25.01,20000,debt_consolidation,MANUAL_REVIEW
74716200,2016-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,8400,0.38,466.9694133014042,692.0,7.5,8400,credit_card,APPROVE
3195791,2013-01,1,0,0.1462936758463045,511.14721837075314,B - Moderate,12000,0.38,667.0991618591488,717.0,18.09,12000,debt_consolidation,APPROVE
76013194,2016-04,1,0,0.1913770585553211,487.85605718958175,C - Watch,21000,0.38,1527.1889272714627,697.0,25.54,21000,credit_card,APPROVE
94048419,2016-12,1,0,0.2203391130888445,475.0596525482949,D - High,16000,0.46,1621.6958723338962,677.0,16.21,16000,debt_consolidation,APPROVE
48213053,2015-05,1,0,0.2496591956255188,463.2828937420615,D - High,12000,0.46,1378.118759852864,662.0,16.61,12000,debt_consolidation,APPROVE
126760566,2018-01,0,0,0.2707462755231136,455.37756313396335,E - Very High,11200,0.46,1394.8848114950813,667.0,20.63,11200,credit_card,MANUAL_REVIEW
88974054,2016-09,1,1,0.1462936758463045,511.14721837075314,B - Moderate,35000,0.38,1945.7058887558508,702.0,13.5,35000,debt_consolidation,APPROVE
65493684,2015-11,1,1,0.1754251700680272,495.5433283916054,C - Watch,12000,0.38,799.938775510204,682.0,19.51,12000,debt_consolidation,APPROVE
132061970,2018-05,0,0,0.3317074291315068,434.4320208769221,E - Very High,6000,0.46,915.5125044029588,677.0,25.94,6000,credit_card,MANUAL_REVIEW
1074042,2012-01,1,1,0.1754251700680272,495.5433283916054,C - Watch,6400,0.38,426.6340136054421,687.0,9.68,6400,small_business,APPROVE
351355,2008-07,1,1,0.1462936758463045,511.14721837075314,B - Moderate,6000,0.38,333.5495809295744,712.0,12.37,6000,credit_card,APPROVE
49955719,2015-05,1,0,0.2496591956255188,463.2828937420615,D - High,2350,0.46,269.88159047118586,662.0,15.84,2350,debt_consolidation,APPROVE
113060251,2017-08,1,1,0.2496591956255188,463.2828937420615,D - High,2700,0.46,310.0767209668944,662.0,13.86,2700,home_improvement,APPROVE
90826689,2016-10,1,0,0.2203391130888445,475.0596525482949,D - High,10000,0.46,1013.5599202086852,677.0,2.78,10000,debt_consolidation,APPROVE
59809343,2015-09,1,0,0.3317074291315068,434.4320208769221,E - Very High,9000,0.46,1373.2687566044383,662.0,25.28,9000,debt_consolidation,MANUAL_REVIEW
68475579,2015-12,1,0,0.2707462755231136,455.37756313396335,E - Very High,5000,0.46,622.7164337031612,667.0,28.62,5000,home_improvement,MANUAL_REVIEW
63357345,2015-10,1,0,0.3317074291315068,434.4320208769221,E - Very High,9200,0.38,1159.649172243748,712.0,30.31,9200,debt_consolidation,MANUAL_REVIEW
110947904,2017-06,1,0,0.0852319318273173,555.1005987184961,A - Low,1600,0.28,38.18390545863816,762.0,7.24,1600,debt_consolidation,APPROVE
33661713,2014-11,1,0,0.2707462755231136,455.37756313396335,E - Very High,6000,0.38,617.301508192699,702.0,30.56,6000,home_improvement,MANUAL_REVIEW
55990635,2015-07,1,0,0.3317074291315068,434.4320208769221,E - Very High,6050,0.38,762.5953795733342,702.0,31.78,6050,debt_consolidation,MANUAL_REVIEW
5787831,2013-06,1,0,0.2056294882353393,481.3918402665517,D - High,8000,0.38,625.1136442354317,702.0,25.84,8000,debt_consolidation,APPROVE
102946584,2017-03,1,0,0.1462936758463045,511.14721837075314,B - Moderate,10000,0.38,555.9159682159574,717.0,6.2,10000,debt_consolidation,APPROVE
113356874,2017-07,1,1,0.2056294882353393,481.3918402665517,D - High,6000,0.38,468.83523317657375,682.0,20.02,6000,debt_consolidation,APPROVE
60881312,2015-09,1,0,0.1913770585553211,487.85605718958175,C - Watch,3600,0.38,261.8038161036793,687.0,17.32,3600,debt_consolidation,APPROVE
92577461,2016-11,1,0,0.1754251700680272,495.5433283916054,C - Watch,25000,0.38,1666.5391156462583,682.0,14.0,25000,debt_consolidation,APPROVE
43399344,2015-03,1,1,0.2203391130888445,475.0596525482949,D - High,35000,0.46,3547.4597207303977,662.0,16.73,35000,debt_consolidation,APPROVE
51846356,2015-06,1,0,0.2496591956255188,463.2828937420615,D - High,7000,0.46,803.9026099141707,662.0,15.14,7000,debt_consolidation,APPROVE
