loan_id,reporting_date,issue_date,stage,stage_reason,primary_stage_trigger,relative_sicr_eligible_flag,pd_origination_proxy,pd_current_proxy,pd_12m,pd_lifetime,lgd_base,ead_current,eir_proxy,remaining_term_months,ecl_upside,ecl_base,ecl_downside,ecl_weighted,ecl_severe,ecl_data_supported_12m_upside,ecl_data_supported_12m_base,ecl_data_supported_12m_downside,ecl_data_supported_12m_weighted,ecl_data_supported_12m_severe,risk_grade,pd_band,purpose,fico_band,dti_band,term,home_ownership,state,bad_flag,exception_flag,p6_ead_original,p6_lgd_original,p6_expected_loss_original
112499806,2018-12-31,2017-07-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.7640624297703249,0.46,13586.898381012406,0.3075,43,2546.306672537122,3376.1502519796186,4813.358987374993,3610.975898912088,6907.869103154723,1277.5195056937491,1814.3028678831463,2913.2664751765064,2008.526265378077,5169.560784981718,E - Very High,>25%,home_improvement,C,30-40,60 months,OWN,VA,1,0,16000,0.46,2441.36667840789
77418887,2018-12-31,2016-05-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.0847054893998184,0.46,2098.059979405836,0.1898999999999999,5,54.555318147423385,78.32917136769741,128.28487065159183,87.25201820562991,236.59931654829984,54.555318147423385,78.32917136769741,128.28487065159183,87.25201820562991,236.59931654829984,C - Watch,15-20%,home_improvement,C,00-10,36 months,MORTGAGE,CA,1,0,12000,0.46,1056.4013632253727
127006272,2018-12-31,2018-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.1693885589379868,0.28,6421.508435608712,0.0608,25,104.78124331881747,148.51287887568694,237.52165691095465,164.20532805097343,417.22313962637406,104.78124331881747,148.51287887568694,237.52165691095465,164.20532805097343,417.22313962637406,A - Low,<=10%,debt_consolidation,A+,00-10,36 months,RENT,CA,0,0,9000,0.28,214.78446820483964
77499639,2018-12-31,2016-05-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.1232695173587498,0.38,5299.124980693079,0.2245,5,163.44063901069055,236.24515093035504,392.13347276395103,264.2965546008044,747.4030406189311,163.44063901069055,236.24515093035504,392.13347276395103,264.2965546008044,747.4030406189311,E - Very High,>25%,debt_consolidation,B,30-40,36 months,MORTGAGE,NJ,1,0,29150,0.38,2999.0564939695296
121860463,2018-12-31,2017-11-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.3317074291315068,0.3317074291315068,0.3317074291315068,0.7937221258571348,0.38,17477.168662398253,0.2485,47,2951.85026419751,3876.166090209677,5440.884259989794,4128.698258752882,7627.985757885865,1388.9687960010874,1971.8800429264527,3164.046893836592,2182.485068615183,5604.567105946804,E - Very High,>25%,debt_consolidation,B,30-40,60 months,RENT,TX,0,0,20000,0.38,2520.976461399452
114307750,2018-12-31,2017-07-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.3257037148762759,0.46,2860.5245756103404,0.1199,19,280.84356703220016,392.7906612612192,613.178956341914,431.09567089704007,1026.1794948229365,192.85611962041423,273.4624726410432,437.7112402511078,302.433711590465,770.2485665841238,D - High,20-25%,debt_consolidation,C,10-20,36 months,MORTGAGE,CA,0,0,5000,0.46,506.77996010434254
91650900,2018-12-31,2016-10-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.187316473761119,0.46,1817.294252873144,0.0824,10,106.20888615953704,151.20487221959525,243.81626578874756,167.60832270287457,435.6292882239263,106.20888615953704,151.20487221959525,243.81626578874756,167.60832270287457,435.6292882239263,D - High,20-25%,credit_card,C,00-10,36 months,RENT,AZ,0,0,6000,0.46,608.135952125211
128220213,2018-12-31,2018-02-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2496591956255188,0.2496591956255188,0.2496591956255188,0.6978350970258198,0.46,22084.4027803196,0.1602,50,4205.238716657647,5571.180459546594,7930.174981194438,5956.037828525213,11316.040089654043,1657.2135071650068,2350.509655409425,3764.3158453653264,2599.966780661737,6632.6019425872055,D - High,20-25%,debt_consolidation,C,10-20,60 months,MORTGAGE,NJ,0,0,25000,0.46,2871.0807496934667
116475840,2018-12-31,2017-09-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.3104661318914834,0.38,13341.780838876071,0.2145,21,618.8242785874552,877.668269988992,1405.3977930130127,970.7740520347668,2475.1085590871767,618.8242785874552,877.668269988992,1405.3977930130127,970.7740520347668,2475.1085590871767,C - Watch,15-20%,credit_card,B,10-20,36 months,RENT,NY,1,0,20250,0.38,1472.6464655831962
70154473,2018-12-31,2016-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1913770585553211,0.1913770585553211,0.1913770585553211,0.0175461213568536,0.32,308.941119253117,0.0749,1,1.1919556847346713,1.7242205523736809,2.8633837242275684,1.929171615191301,5.437286919593586,1.1919556847346713,1.7242205523736809,2.8633837242275684,1.929171615191301,5.437286919593586,C - Watch,15-20%,debt_consolidation,A-,30-40,36 months,MORTGAGE,OH,1,0,10000,0.32,612.4065873770277
92562381,2018-12-31,2016-11-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.2039990208262987,0.46,1992.303767006365,0.0824,11,126.68892571718555,179.9847350933636,289.1052856163491,199.27050131768328,512.4329375114688,126.68892571718555,179.9847350933636,289.1052856163491,199.27050131768328,512.4329375114688,D - High,20-25%,credit_card,C,10-20,36 months,MORTGAGE,AZ,0,0,6000,0.46,608.135952125211
134785347,2018-12-31,2018-06-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2203391130888445,0.2203391130888445,0.2203391130888445,0.4632594967883263,0.46,10385.392324581731,0.1646,30,1358.059685004181,1864.623439903932,2817.436479176081,2026.8421364870064,4435.834724716299,686.2184632774632,973.2032773710356,1558.2554189660534,1076.4185906557543,2744.079788488648,D - High,20-25%,debt_consolidation,C,10-20,36 months,MORTGAGE,SC,0,0,12000,0.46,1216.271904250422
126067247,2018-12-31,2018-01-01,Stage 1,No SICR proxy,No SICR proxy,0,0.0852319318273173,0.0852319318273173,0.0852319318273173,0.1693885589379868,0.28,2146.4165844712848,0.0672,25,34.91195546218231,49.48330876772224,79.14162914671726,54.71218586664,139.022182291895,34.91195546218231,49.48330876772224,79.14162914671726,54.71218586664,139.022182291895,A - Low,<=10%,medical,A+,10-20,36 months,RENT,PA,0,0,3000,0.28,71.59482273494655
75644489,2018-12-31,2016-04-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1462936758463045,0.1462936758463045,0.1462936758463045,0.3086151956360301,0.38,10882.035387788055,0.1727,28,392.6172559627929,556.6769742422692,890.8916635398932,615.6216888247537,1567.005071242275,392.6172559627929,556.6769742422692,890.8916635398932,615.6216888247537,1567.005071242275,B - Moderate,10-15%,home_improvement,B,00-10,60 months,MORTGAGE,WV,0,0,19000,0.38,1056.2403396103189
80568363,2018-12-31,2016-06-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.0678905134602795,0.32,1338.9648555891715,0.1147,6,19.749756924960487,28.194212244498573,45.68018995091136,31.299038373171054,82.31825482237532,19.749756924960487,28.194212244498573,45.68018995091136,31.299038373171054,82.31825482237532,B - Moderate,10-15%,credit_card,A-,10-20,36 months,RENT,NE,1,0,7000,0.32,293.8250674299554
116921047,2018-12-31,2017-08-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.4091674322194003,0.46,8878.641168859906,0.0993,20,1115.3941835506134,1550.4379024187713,2392.643094314312,1695.7326425624328,3907.1672098471568,742.9238818449429,1053.4844620880026,1686.4214072969387,1165.1346113537777,2968.7597599049354,E - Very High,>25%,debt_consolidation,C,20-30,36 months,MORTGAGE,MD,0,0,15000,0.46,1868.149301109484
120015571,2018-12-31,2017-10-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.4166716083092135,0.32,13169.719095450986,0.1359,46,364.7111389829079,517.0427306360917,827.2622461653012,571.7478707704165,1454.353119302996,364.7111389829079,517.0427306360917,827.2622461653012,571.7478707704165,1454.353119302996,B - Moderate,10-15%,debt_consolidation,A-,10-20,60 months,RENT,WI,0,0,16000,0.32,671.6001541256123
74513695,2018-12-31,2016-03-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1462936758463045,0.1462936758463045,0.1462936758463045,0.0387704250020708,0.38,3242.1749014097004,0.0789,3,32.876115314191054,47.16867530156849,77.12736036307491,52.51446256883848,141.60765312705732,32.876115314191054,47.16867530156849,77.12736036307491,52.51446256883848,141.60765312705732,B - Moderate,10-15%,debt_consolidation,B,10-20,36 months,MORTGAGE,OR,0,0,35000,0.38,1945.7058887558508
125257816,2018-12-31,2017-12-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.2451377415170563,0.32,16529.615904623737,0.0672,24,472.98497916246936,670.4373847402273,1072.392321753309,741.3082581568341,1884.241639452604,472.98497916246936,670.4373847402273,1072.392321753309,741.3082581568341,1884.241639452604,B - Moderate,10-15%,debt_consolidation,A-,10-20,36 months,RENT,NY,0,0,24000,0.32,1007.4002311884184
65645878,2018-12-31,2015-11-01,Stage 2,High-risk/watchlist origination proxy,High-risk/watchlist origination proxy,0,0.2707462755231136,0.2707462755231136,0.2707462755231136,0.4540107519820566,0.46,9426.609203307276,0.1318,23,1277.3071467432474,1764.2463602946027,2691.8684942863565,1923.111011759838,4301.698460972296,777.085113071789,1102.1148025815353,1764.8539645299318,1219.0451396421724,3109.2016818349816,E - Very High,>25%,credit_card,C,20-30,60 months,MORTGAGE,NY,1,0,20400,0.46,2540.683049508898
70941256,2018-12-31,2016-02-01,Stage 1,No SICR proxy,No SICR proxy,0,0.1311719051026586,0.1311719051026586,0.1311719051026586,0.262622262566234,0.32,5745.939709348699,0.1953,26,154.96208347933455,219.7137006866016,351.61941361302496,242.97738633711737,618.4409589412384,154.96208347933455,219.7137006866016,351.61941361302496,242.97738633711737,618.4409589412384,B - Moderate,10-15%,debt_consolidation,A-,20-30,60 months,MORTGAGE,TX,0,0,10400,0.32,436.540100181648
